audio_id,voice,label,label_id,text,intensity,cause,style,persona,turn_position,instruction,duration_sec,sample_rate,model,audio_path,ts
anger_04389,nova,anger,0,"Look, I've been on hold for over20 minutes now-this is ridiculous. Can we just resolve this already?",3,wait_time,exasperated,business_user,mid_call,"Speak as an angry customer on a phone call to support. The voice should sound assertive, confrontational, and clearly upset. Intensity: noticeably tense, with clear emotional weight (3/5). Style: audible sigh-like quality, tired delivery. Persona: professional register, time-conscious. Turn position: the call is in progress. Be vividly expressive - DO NOT understate the anger. Speak with energy and momentum; clipped pacing, sharp emphasis on key words. AVOID long pauses or drawn-out delivery. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.25,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/anger/anger_04389_nova.wav,1778107217.267908
frust_02981,verse,frustration,1,"Look, this is the third time I'm calling about this, and it's still not fixed-why is it so hard to get a straight answer?",3,technical_issue,rambling,regular_complainant,escalation,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: noticeably tense, with clear emotional weight (3/5). Style: slightly disorganised, occasional self-correction. Persona: knows the routine, less patient with formalities. Turn position: this turn is a clear escalation point. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.25,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_02981_verse.wav,1778107217.3666434
frust_04047,shimmer,frustration,1,"Look, I've already rebooted everything twice, checked the connections, and it's still not working-what's going on with this?",4,technical_issue,exasperated,technically_savvy,opening,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: agitated and forceful, with sharp emphasis on key words (4/5). Style: audible sigh-like quality, tired delivery. Persona: comfortable with technical terms. Turn position: the call has just started. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.7,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_04047_shimmer.wav,1778107218.5127873
frust_01445,nova,frustration,1,"I've explained this three times now, and it's still wrong! I just want my bill fixed-why is this so complicated?",5,billing_error,rambling,elderly_formal,closing,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: very intense, almost explosive, on the edge of losing composure (5/5). Style: slightly disorganised, occasional self-correction. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: this is near the end of the call. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.15,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_01445_nova.wav,1778107218.8050056
frust_05448,verse,frustration,1,"So, yeah, thanks for absolutely nothing. I'll just figure it out myself, like always.",4,broken_promise,passive_aggressive,young_informal,closing,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: agitated and forceful, with sharp emphasis on key words (4/5). Style: even surface tone with sarcastic emphasis on key words. Persona: younger speaker, contemporary informal English. Turn position: this is near the end of the call. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.45,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_05448_verse.wav,1778107218.809992
frust_03075,shimmer,frustration,1,"Look, I'm really upset right now-your team promised this would be fixed by yesterday, and it's still not working! What's going on?",4,broken_promise,explicit_anger,technically_savvy,opening,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: agitated and forceful, with sharp emphasis on key words (4/5). Style: raise volume on emphatic words, tight clipped pacing. Persona: comfortable with technical terms. Turn position: the call has just started. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.2,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_03075_shimmer.wav,1778107218.9336612
frust_02817,verse,frustration,1,"Wow, okay, so is this how you usually talk to customers, or am I just lucky today?",5,rude_agent,passive_aggressive,young_informal,mid_call,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: very intense, almost explosive, on the edge of losing composure (5/5). Style: even surface tone with sarcastic emphasis on key words. Persona: younger speaker, contemporary informal English. Turn position: the call is in progress. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.8,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_02817_verse.wav,1778107220.2367706
frust_04695,shimmer,frustration,1,"Look, I've already wasted so much time on this, and it's still not working-just tell me how to get a refund or replacement, please.",4,product_defect,rambling,business_user,closing,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: agitated and forceful, with sharp emphasis on key words (4/5). Style: slightly disorganised, occasional self-correction. Persona: professional register, time-conscious. Turn position: this is near the end of the call. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.65,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_04695_shimmer.wav,1778107220.5036528
frust_00722,nova,frustration,1,"Look, I've already tried restarting it twice, and it's still not working-this is getting really, uh, inconvenient, you know? Can't someone just fix it properly?",3,technical_issue,rambling,elderly_formal,escalation,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: noticeably tense, with clear emotional weight (3/5). Style: slightly disorganised, occasional self-correction. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: this turn is a clear escalation point. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",10.05,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_00722_nova.wav,1778107220.5106342
frust_02064,nova,frustration,1,"Look, this is ridiculous-your system promised delivery by yesterday, and now you're telling me it's delayed again? This is unacceptable!",4,broken_promise,explicit_anger,technically_savvy,mid_call,"Speak as a frustrated customer who has been struggling with the same issue. The voice should convey weariness, repeated effort wasted, and growing impatience. Intensity: agitated and forceful, with sharp emphasis on key words (4/5). Style: raise volume on emphatic words, tight clipped pacing. Persona: comfortable with technical terms. Turn position: the call is in progress. Convey weariness and exasperation without flatness. Use a natural conversational pace with audible tension. Avoid drawn-out delivery; the speaker is impatient. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.0,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/frustration/frust_02064_nova.wav,1778107220.54953
sad_01442,nova,sadness,2,"I've been on hold for so long, and honestly, I'm just feeling a bit forgotten here.",3,wait_time,exasperated,elderly_formal,mid_call,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: noticeably weary and dejected, slow delivery (3/5). Style: weary sigh, tired and slow delivery. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call is in progress. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.2,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_01442_nova.wav,1778107221.681101
sad_00907,nova,sadness,2,"Hi, uh, I just got this device, and it's already not working properly. Can we figure this out?",2,product_defect,polite_but_firm,technically_savvy,opening,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: softly resigned, low energy (2/5). Style: controlled and quietly resigned, restrained tone. Persona: comfortable with technical terms. Turn position: the call has just started. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.4,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_00907_nova.wav,1778107221.8835597
sad_00742,shimmer,sadness,2,"I just... I really expected better from you guys. I trusted your word, and now I'm left hanging.",3,broken_promise,tearful,technically_savvy,closing,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: noticeably weary and dejected, slow delivery (3/5). Style: voice on the edge of tears, wavering, slow delivery. Persona: comfortable with technical terms. Turn position: this is near the end of the call. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.65,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_00742_shimmer.wav,1778107222.45462
sad_00625,verse,sadness,2,"I just... I don't know, I expected better, you know? It's not the first time I've felt dismissed like this.",3,rude_agent,rambling,regular_complainant,closing,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: noticeably weary and dejected, slow delivery (3/5). Style: drifting between thoughts, low energy throughout. Persona: knows the routine, less patient with formalities. Turn position: this is near the end of the call. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",9.25,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_00625_verse.wav,1778107222.5782893
sad_05210,shimmer,sadness,2,"Hi, um, I'm really upset right now-this device just stopped working completely, and I've tried everything to fix it.",4,product_defect,tearful,technically_savvy,opening,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: deeply hollow, near tears, very subdued (4/5). Style: voice on the edge of tears, wavering, slow delivery. Persona: comfortable with technical terms. Turn position: the call has just started. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.25,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_05210_shimmer.wav,1778107223.5588434
sad_04489,verse,sadness,2,"Uh, hi, yeah, so, like, I just saw my bill, and it's, uh, way higher than it should be? I don't even know what's going on, but I can't afford this.",4,billing_error,rambling,young_informal,opening,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: deeply hollow, near tears, very subdued (4/5). Style: drifting between thoughts, low energy throughout. Persona: younger speaker, contemporary informal English. Turn position: the call has just started. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",10.75,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_04489_verse.wav,1778107223.7084436
sad_03732,nova,sadness,2,"I just, I don't know, I guess I expected it to be quicker, you know? It's been frustrating.",3,wait_time,rambling,technically_savvy,closing,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: noticeably weary and dejected, slow delivery (3/5). Style: drifting between thoughts, low energy throughout. Persona: comfortable with technical terms. Turn position: this is near the end of the call. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.0,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_03732_nova.wav,1778107223.9284625
sad_00462,verse,sadness,2,"Hi, um, I'm just really upset because I was told it'd be delivered today, and it's not here.",2,broken_promise,tearful,young_informal,opening,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: softly resigned, low energy (2/5). Style: voice on the edge of tears, wavering, slow delivery. Persona: younger speaker, contemporary informal English. Turn position: the call has just started. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.8,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_00462_verse.wav,1778107224.2821014
sad_03746,shimmer,sadness,2,"I've just been on hold for so long, and I'm starting to wonder if this is even going to get resolved today.",2,wait_time,exasperated,first_time_caller,mid_call,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: softly resigned, low energy (2/5). Style: weary sigh, tired and slow delivery. Persona: uncertain, maybe a bit nervous. Turn position: the call is in progress. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.7,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_03746_shimmer.wav,1778107225.0143309
sad_04764,nova,sadness,2,"Hello, yes, this is my third time calling about this issue, and I'm really hoping we can get it resolved today.",3,third_call,polite_but_firm,elderly_formal,opening,"Speak as a customer who feels disappointed and let down. The voice should sound subdued, slightly hollow, with a touch of resignation. Intensity: noticeably weary and dejected, slow delivery (3/5). Style: controlled and quietly resigned, restrained tone. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call has just started. Convey weight and resignation. Pace SLOWER than normal speech but stay intelligible. Allow brief natural pauses that suggest weariness. Voice should be subdued, NOT energetic - this is NOT anger or frustration. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.15,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/sadness/sad_04764_nova.wav,1778107225.1574817
neut_00060,verse,neutral,3,"Actually, sorry, I misspoke earlier-can you make sure the invoice is sent to the finance team, not me? Thanks.",1,self_correction,matter_of_fact,business_user,closing,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: calm and conversational (1/5). Style: neutral pacing, factual. Persona: professional register, time-conscious. Turn position: this is near the end of the call. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.7,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00060_verse.wav,1778107225.9310129
neut_00475,nova,neutral,3,"Oh, by the way, the weather's been quite pleasant lately, hasn't it? Makes everything feel a bit brighter.",2,small_talk,matter_of_fact,elderly_formal,mid_call,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: neutral pacing, factual. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call is in progress. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.95,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00475_nova.wav,1778107226.185915
neut_00423,nova,neutral,3,"Yeah, so, uh, I was just wondering how much longer the wait might be?",1,wait_time,matter_of_fact,young_informal,mid_call,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: calm and conversational (1/5). Style: neutral pacing, factual. Persona: younger speaker, contemporary informal English. Turn position: the call is in progress. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",4.65,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00423_nova.wav,1778107226.3624423
neut_00327,shimmer,neutral,3,"Oh, sorry, I misspoke earlier-it's actually version3.2 of the software, not3.1.",2,self_correction,polite_formal,technically_savvy,mid_call,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: courteous register, careful articulation. Persona: comfortable with technical terms. Turn position: the call is in progress. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.3,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00327_shimmer.wav,1778107226.5983982
neut_01080,verse,neutral,3,"Hi, uh, I was just wondering how long the wait time might be?",1,wait_time,polite_formal,young_informal,opening,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: calm and conversational (1/5). Style: courteous register, careful articulation. Persona: younger speaker, contemporary informal English. Turn position: the call has just started. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.1,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_01080_verse.wav,1778107227.2159443
neut_01111,shimmer,neutral,3,"Thank you for your help today. I appreciate it, though the wait was a bit longer than I expected.",2,wait_time,polite_formal,elderly_formal,closing,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: courteous register, careful articulation. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: this is near the end of the call. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.7,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_01111_shimmer.wav,1778107227.4592931
neut_00425,nova,neutral,3,"So, just to confirm, the refund should show up in my account within five business days, right?",2,info_request,matter_of_fact,young_informal,closing,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: neutral pacing, factual. Persona: younger speaker, contemporary informal English. Turn position: this is near the end of the call. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.5,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00425_nova.wav,1778107227.6039064
neut_00193,verse,neutral,3,"Yeah, so, uh, do you know how much longer it's gonna take? Just wondering.",2,wait_time,casual,young_informal,mid_call,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: informal and relaxed. Persona: younger speaker, contemporary informal English. Turn position: the call is in progress. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.8,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00193_verse.wav,1778107227.8693097
