audio_id,text,true_label,true_label_id,prob_anger,prob_frust,prob_sadne,prob_neutr,prob_satis,goemo_anger,goemo_disgust,goemo_fear,goemo_joy,goemo_neutral,goemo_sadness,vader_pos,vader_neg,vader_neu,vader_compound,audio_anger,audio_frust,audio_sad,audio_neut,audio_satis
train_00010,Good to know.,neutral,3,0.0018119812011718,0.017913818359375,0.958984375,0.0206451416015625,0.0004520416259765,0.0298342611640691,0.1487512737512588,0.0038919893559068,0.3174576163291931,0.4683898389339447,0.0279142614454031,0.592,0.0,0.408,0.4404,0.09979248,0.027755737,0.018356323,0.38208008,0.47216797
train_00011,We can go into detail,neutral,3,0.000156283378601,2.3603439331054688e-05,6.783008575439453e-05,0.9990234375,0.0005583763122558,0.0095478119328618,0.0116073694080114,0.005465452093631,0.005874000955373,0.9451879262924194,0.0099477441981434,0.0,0.0,1.0,0.0,0.13830566,0.07104492,0.058898926,0.49536133,0.2364502
train_00012,Would you look at this dump? He hated us. This is his final revenge!,anger,0,0.9892578125,0.0031795501708984,0.0019235610961914,0.0025749206542968,0.0028457641601562,0.6602668166160583,0.2729295790195465,0.0064956243149936,0.0034701456315815,0.0247176326811313,0.0171001330018043,0.0,0.498,0.502,-0.8977,0.24719238,0.23486328,0.024978638,0.2536621,0.23925781
train_00013,Have you ever seen so much crap?,anger,0,0.673828125,0.0145950317382812,0.0183563232421875,0.268798828125,0.0244903564453125,0.0452934242784976,0.9280304312705994,0.0036932348739355,0.0005031056934967,0.0073991930112242,0.0031932699494063,0.0,0.324,0.676,-0.4364,0.22937012,0.08105469,0.015464783,0.29956055,0.37451172
train_00014,"Actually, I think this apartment sullies the good name of crap",anger,0,0.98486328125,0.0123214721679687,0.0001704692840576,0.0020599365234375,0.0003969669342041,0.0279868133366107,0.2370218634605407,0.003770402399823,0.1316347420215606,0.5740417242050171,0.0169601514935493,0.2,0.179,0.621,0.0772,0.09820557,0.18444824,0.010681152,0.5078125,0.19909668
train_00015,Check this out. Can I have this?,neutral,3,0.0057945251464843,0.0005555152893066,0.000582218170166,0.9814453125,0.011749267578125,0.0139902755618095,0.0081677818670868,0.0038591085467487,0.0128181520849466,0.8110277652740479,0.0098951729014515,0.0,0.0,1.0,0.0,0.12200928,0.19946289,0.020111084,0.33032227,0.32788086
train_00016,What?,neutral,3,0.02301025390625,0.013519287109375,0.1214599609375,0.83544921875,0.0063819885253906,0.0335566811263561,0.0138106560334563,0.0096677746623754,0.0025199151132255,0.0138688422739505,0.0043388498015701,0.0,0.0,1.0,0.0,0.101623535,0.024597168,0.01751709,0.3671875,0.4892578
train_00017,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",neutral,3,0.016387939453125,0.01495361328125,0.0257110595703125,0.92431640625,0.0185394287109375,0.0246128253638744,0.0415010452270507,0.0212807916104793,0.019158000126481,0.830498456954956,0.0142356446012854,0.0,0.0,1.0,0.0,0.03086853,0.23388672,0.0041656494,0.6142578,0.11657715
train_00018,Yeah!,satisfaction,4,0.10162353515625,0.0051765441894531,0.0235137939453125,0.5048828125,0.364990234375,0.2749008238315582,0.0779222175478935,0.0106230108067393,0.1029990166425705,0.0482236929237842,0.0138657065108418,1.0,0.0,0.0,0.3595,0.05734253,0.06298828,0.034820557,0.5463867,0.29858398
train_00019,How much do you think I can get for my kidney?,neutral,3,0.014373779296875,0.0016994476318359,0.0001779794692993,0.9716796875,0.0119552612304687,0.0151228504255414,0.0185859929770231,0.0109897376969456,0.0032080502714961,0.7757920622825623,0.0188609044998884,0.0,0.0,1.0,0.0,0.13793945,0.09863281,0.023468018,0.47827148,0.26171875
train_00020,"All of a sudden, Leon, the manager, calls me into his office.",neutral,3,0.06866455078125,0.0025196075439453,0.0015945434570312,0.919921875,0.0073966979980468,0.0105561222881078,0.0019325547618791,0.0096407420933246,0.002831652527675,0.0064823389984667,0.0013935768511146,0.0,0.0,1.0,0.0,0.17810059,0.16723633,0.03186035,0.4753418,0.14758301
train_00021,"It turns out they fired the head lunch chef, and guess who got the job.",satisfaction,4,0.0159454345703125,0.0003783702850341,0.0111160278320312,0.12286376953125,0.849609375,0.0781912356615066,0.0245505701750516,0.0049395272508263,0.1293544918298721,0.3039282858371734,0.0377921722829341,0.0,0.205,0.795,-0.5574,0.22790527,0.18127441,0.013504028,0.40283203,0.1743164
train_00022,"If it's not you, this is a horrible story.",sadness,2,0.0015535354614257,0.002084732055664,0.9951171875,0.0012636184692382,0.0001044273376464,0.0250267721712589,0.1287788599729538,0.7972844243049622,0.0019630615133792,0.0162008572369813,0.0221030805259943,0.0,0.304,0.696,-0.5423,0.15661621,0.12286377,0.03878784,0.45922852,0.22253418
train_00023,"Fortunately, it is me.",satisfaction,4,0.0101394653320312,0.0001145005226135,0.000207781791687,0.0357666015625,0.95361328125,0.0052828141488134,0.0035500889644026,0.0022233903873711,0.3706189095973968,0.4060303568840027,0.0554897747933864,0.0,0.0,1.0,0.0,0.12310791,0.05682373,0.036834717,0.42773438,0.35546875
train_00024,"And, they made me head of purchasing, thank you very much.",satisfaction,4,0.000856876373291,2.5093555450439453e-05,7.987022399902344e-05,0.051788330078125,0.947265625,0.0152792055159807,0.0065006772056221,0.0025089734699577,0.709506094455719,0.2243376076221466,0.0060656429268419,0.2,0.0,0.8,0.3612,0.21936035,0.1138916,0.027908325,0.28564453,0.35327148
train_00025,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",satisfaction,4,0.017730712890625,0.000144600868225,0.0002858638763427,0.03302001953125,0.94873046875,0.0133107313886284,0.0059196786023676,0.0008367979316972,0.8305976986885071,0.1021415367722511,0.0174186304211616,0.179,0.0,0.821,0.5719,0.10662842,0.16003418,0.045043945,0.5048828,0.18334961
train_00026,"Y'know, someplace nice.",neutral,3,0.002267837524414,9.673833847045898e-05,8.368492126464844e-05,0.99267578125,0.0049018859863281,0.0161089599132537,0.0748289003968238,0.005147136747837,0.1866667866706848,0.6904861927032471,0.014736283570528,0.583,0.0,0.417,0.4215,0.050994873,0.017456055,0.014328003,0.44921875,0.46801758
train_00027,"Yeah, someplace nice.",neutral,3,0.0019207000732421,0.0002437829971313,0.0004756450653076,0.99365234375,0.0038566589355468,0.0113843064755201,0.089056983590126,0.0052195386961102,0.2445997446775436,0.6152472496032715,0.0247955489903688,0.833,0.0,0.167,0.6124,0.08300781,0.03213501,0.080566406,0.48583984,0.31835938
train_00028,"So, what do you think?",neutral,3,0.0236358642578125,0.017974853515625,0.0165557861328125,0.91650390625,0.02557373046875,0.1274190098047256,0.0422783866524696,0.0150570683181285,0.0437218733131885,0.4622379243373871,0.0115574076771736,0.0,0.0,1.0,0.0,0.12573242,0.02218628,0.028564453,0.31762695,0.5058594
train_00029,I think It's the most beautiful table I've ever seen.,satisfaction,4,0.0006022453308105,2.199411392211914e-05,6.407499313354492e-05,0.0084991455078125,0.99072265625,0.0049452898092567,0.0049807070754468,0.0052185887470841,0.3092395365238189,0.0543805062770843,0.0039391824975609,0.318,0.0,0.682,0.6361,0.034088135,0.043548584,0.055114746,0.6816406,0.18566895
train_00030,I know!,satisfaction,4,0.315185546875,0.0081939697265625,0.0458984375,0.1920166015625,0.438720703125,0.1854531019926071,0.0886586755514144,0.0226432941854,0.1244316548109054,0.0465879328548908,0.0111370049417018,0.0,0.0,1.0,0.0,0.09326172,0.043151855,0.07946777,0.43139648,0.3527832
train_00031,"So how does this work, you going to balance the plates on these little guys' heads?",neutral,3,0.0013561248779296,0.0001924037933349,0.0001401901245117,0.99658203125,0.0015335083007812,0.0506629049777984,0.0471398569643497,0.0072870845906436,0.0035160677507519,0.6615180969238281,0.0069390791468322,0.0,0.0,1.0,0.0,0.17211914,0.19689941,0.040374756,0.41748047,0.1730957
train_00032,"Who cares, we'll eat at the sink! Come on, let's play!",satisfaction,4,0.5263671875,0.0010509490966796,0.0011425018310546,0.0234527587890625,0.44775390625,0.3411237597465515,0.0942099541425705,0.0181306265294551,0.2595531940460205,0.2239547818899154,0.0323369950056076,0.399,0.0,0.601,0.717,0.08703613,0.066223145,0.022949219,0.46142578,0.3623047
train_00033,Heads up Ross!  Score!  You suck!,satisfaction,4,0.263671875,0.0005760192871093,0.0020866394042968,0.0067520141601562,0.72705078125,0.0676753744482994,0.0837691724300384,0.007629201747477,0.228783905506134,0.0662913993000984,0.2289080619812011,0.0,0.43,0.57,-0.5826,0.32495117,0.09686279,0.040924072,0.24829102,0.28881836
train_00034,Thank you. Just make yourself comfortable.,neutral,3,0.0031623840332031,0.0009441375732421,0.0006279945373535,0.99365234375,0.0017032623291015,0.010921555571258,0.0126111414283514,0.0039563216269016,0.0108503997325897,0.9503800868988036,0.0062083122320473,0.592,0.0,0.408,0.7003,0.04425049,0.08239746,0.049316406,0.6113281,0.2130127
train_00035,Gotcha.,neutral,3,0.06280517578125,0.00384521484375,0.0260162353515625,0.8603515625,0.047149658203125,0.1163124218583107,0.0467388108372688,0.0084847640246152,0.0236487202346324,0.7479507327079773,0.0115768387913703,0.0,0.0,1.0,0.0,0.03591919,0.024337769,0.033966064,0.5385742,0.36694336
train_00036,This place is really my Grandmothers.,neutral,3,0.0038623809814453,0.0002505779266357,0.0013637542724609,0.994140625,0.0006227493286132,0.0421014241874218,0.052909318357706,0.0194520130753517,0.1702886968851089,0.4744535386562347,0.0315340273082256,0.0,0.0,1.0,0.0,0.08959961,0.07788086,0.025970459,0.5097656,0.296875
train_00037,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",neutral,3,0.1376953125,0.0042762756347656,0.0106048583984375,0.83447265625,0.0130996704101562,0.0117839192971587,0.0059165828861296,0.0041585327126085,0.0825654417276382,0.7641189098358154,0.0586793310940265,0.122,0.0,0.878,0.3612,0.07940674,0.32348633,0.0395813,0.43310547,0.12432861
train_00038,"So if the landlord ever asks, Im 87 year old woman, whos afraid of her VCR.",neutral,3,0.057952880859375,0.0028133392333984,0.0004875659942626,0.9326171875,0.0060157775878906,0.0323243103921413,0.0292191095650196,0.6812884211540222,0.0083031076937913,0.1728395223617553,0.0304494034498929,0.0,0.0,1.0,0.0,0.120910645,0.21484375,0.032104492,0.32543945,0.30664062
train_00039,So are you thirsty?,neutral,3,0.0037479400634765,0.0007238388061523,0.0007009506225585,0.99365234375,0.0010719299316406,0.0164985507726669,0.016520120203495,0.0028646027203649,0.005022392142564,0.8460158705711365,0.0078904097899794,0.0,0.0,1.0,0.0,0.11541748,0.117004395,0.042297363,0.47216797,0.2529297
train_00040,"Oh, you bet I am!",satisfaction,4,0.0057754516601562,0.0002295970916748,0.0020656585693359,0.0079574584960937,0.98388671875,0.2637623846530914,0.0399222522974014,0.0085515305399894,0.3088031411170959,0.0733896419405937,0.0132197719067335,0.0,0.0,1.0,0.0,0.1418457,0.072509766,0.08898926,0.45776367,0.23901367
train_00041,"Ohh, okay.",neutral,3,0.0036964416503906,0.0014028549194335,0.0033817291259765,0.9814453125,0.010009765625,0.0967578962445259,0.2835503816604614,0.1285550594329834,0.0360747762024402,0.376890480518341,0.0735068842768669,0.655,0.0,0.345,0.2263,0.04547119,0.03463745,0.12695312,0.44360352,0.34936523
train_00042,"Oh my God, what a great surprise! This is such a beautiful house.",satisfaction,4,0.0254058837890625,0.0065765380859375,0.0041923522949218,0.000826358795166,0.962890625,0.0036585950292646,0.0020554228685796,0.0026743814814835,0.2545799314975738,0.0141552705317735,0.0047897258773446,0.581,0.0,0.419,0.9098,0.22692871,0.18225098,0.14025879,0.21704102,0.23352051
train_00043,"Thank you, its my moms. So this is the kitchen.",neutral,3,0.0024986267089843,0.0001361370086669,0.0006742477416992,0.9931640625,0.0036506652832031,0.0441380627453327,0.0253530405461788,0.0109619935974478,0.5638235807418823,0.209139734506607,0.0289453640580177,0.217,0.0,0.783,0.3612,0.06829834,0.080444336,0.18237305,0.3984375,0.2705078
train_00044,"Hey, ready for dinner?",neutral,3,0.0001899003982543,3.224611282348633e-05,3.170967102050781e-05,0.99951171875,0.0004599094390869,0.0284004136919975,0.0133979246020317,0.0030810029711574,0.3781628906726837,0.4860462546348572,0.016164157539606,0.455,0.0,0.545,0.3612,0.05984497,0.027542114,0.014289856,0.4892578,0.4091797
train_00045,"Ooh, absolutely!",satisfaction,4,0.021331787109375,0.00286865234375,0.0097885131835937,0.06121826171875,0.90478515625,0.02594680711627,0.0245522912591695,0.0091370111331343,0.0177482273429632,0.0133451092988252,0.0073925605975091,0.0,0.0,1.0,0.0,0.10858154,0.06311035,0.04272461,0.45288086,0.33276367
train_00046,"Okay, let's go!",satisfaction,4,0.035736083984375,0.0010356903076171,0.0010318756103515,0.036956787109375,0.92529296875,0.7586520314216614,0.0472566112875938,0.0325925089418888,0.086934894323349,0.0465221777558326,0.0197819340974092,0.523,0.0,0.477,0.2942,0.082458496,0.048095703,0.021942139,0.35302734,0.49438477
train_00047,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",anger,0,0.93603515625,0.048614501953125,0.0030727386474609,0.0096054077148437,0.0029144287109375,0.4506401717662811,0.0616156198084354,0.0505854785442352,0.0465800650417804,0.1994623839855194,0.0672099217772483,0.0,0.122,0.878,-0.3595,0.076660156,0.65966797,0.0058555603,0.20129395,0.05633545
train_00048,But then I'd have to go all the way around the dry cleaner place.,neutral,3,0.014556884765625,0.0017004013061523,0.0062828063964843,0.9482421875,0.0289764404296875,0.0142740635201334,0.0743030905723571,0.0069436784833669,0.0051944879814982,0.868416965007782,0.0098687587305903,0.136,0.0,0.864,0.2617,0.07080078,0.18847656,0.093688965,0.57128906,0.0758667
train_00049,"Oh, so you're saying you'd choose convenience over health?!",anger,0,0.97509765625,0.0196075439453125,0.0017461776733398,0.0020675659179687,0.0012540817260742,0.0986172184348106,0.0751175731420517,0.0051032858900725,0.0050059733912348,0.0421672537922859,0.0059564057737588,0.0,0.0,1.0,0.0,0.16320801,0.13964844,0.034973145,0.46264648,0.19958496
train_00050,"Okay, stop!",anger,0,0.65283203125,0.0421142578125,0.176513671875,0.05950927734375,0.06915283203125,0.9398864507675172,0.0102452086284756,0.0345706939697265,0.0012564259814098,0.0065609640441834,0.0056696706451475,0.433,0.567,0.0,-0.1511,0.1026001,0.054656982,0.024246216,0.35961914,0.45874023
train_00051,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?",neutral,3,0.04345703125,0.0011453628540039,0.0005221366882324,0.951171875,0.003763198852539,0.530777633190155,0.2428390979766845,0.0263939946889877,0.0041413158178329,0.1685617268085479,0.0142932375892996,0.128,0.0,0.872,0.2263,0.41625977,0.28466797,0.023803711,0.09094238,0.18444824
train_00052,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",anger,0,0.0662841796875,0.6494140625,0.0207061767578125,0.258544921875,0.0051536560058593,0.0196219030767679,0.0154855130240321,0.0152252428233623,0.8008069396018982,0.0515905246138572,0.0042340564541518,0.304,0.0,0.696,0.7812,0.2854004,0.4050293,0.049316406,0.07952881,0.18078613
train_00053,"Well, I suppose I could give him a warning.",neutral,3,0.23681640625,0.0153045654296875,0.009765625,0.7265625,0.011322021484375,0.0466539599001407,0.0620305873453617,0.1377491354942321,0.0057002240791916,0.6728979349136353,0.0699655711650848,0.183,0.209,0.609,-0.0772,0.10058594,0.10241699,0.1026001,0.48095703,0.2133789
train_00054,Thank you.,satisfaction,4,0.0090789794921875,0.0021266937255859,0.0035877227783203,0.93359375,0.051849365234375,0.0193602982908487,0.0098546706140041,0.0031970692798495,0.2105904966592788,0.6663607954978943,0.0106737203896045,0.714,0.0,0.286,0.3612,0.039794922,0.016281128,0.026031494,0.4038086,0.51416016
train_00055,Go!,neutral,3,0.8505859375,0.0252532958984375,0.0258636474609375,0.065185546875,0.033233642578125,0.926548182964325,0.0042643817141652,0.0304398909211158,0.0057677631266415,0.0186079926788806,0.0068864761851727,0.0,0.0,1.0,0.0,0.13891602,0.02558899,0.007949829,0.2993164,0.52783203
train_00056,Great! How about you wanted to go the Italian place down on Bleaker Street right?,satisfaction,4,0.010772705078125,0.0009570121765136,0.0043830871582031,0.304931640625,0.67919921875,0.0077576176263391,0.001880791503936,0.0008030952885746,0.8743216395378113,0.0582853704690933,0.0038834263104945,0.239,0.0,0.761,0.6588,0.09680176,0.3100586,0.019180298,0.42895508,0.14501953
train_00057,Go!,anger,0,0.8505859375,0.0252532958984375,0.0258636474609375,0.065185546875,0.033233642578125,0.926548182964325,0.0042643817141652,0.0304398909211158,0.0057677631266415,0.0186079926788806,0.0068864761851727,0.0,0.0,1.0,0.0,0.078063965,0.030578613,0.025878906,0.44702148,0.41845703
train_00058,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",anger,0,0.97216796875,0.0208892822265625,0.0002505779266357,0.0049552917480468,0.001840591430664,0.0409782081842422,0.926708996295929,0.0032471679151058,0.0009031131048686,0.0182034261524677,0.0050280946306884,0.0,0.0,1.0,0.0,0.11193848,0.44921875,0.04144287,0.2697754,0.12768555
train_00059,"Ooh, I love that place!  So, no.",neutral,3,0.05499267578125,0.0090103149414062,0.0253448486328125,0.84375,0.067138671875,0.0138325849547982,0.0048305033706128,0.0061522820033133,0.8425239324569702,0.0128543879836797,0.0245710592716932,0.428,0.0,0.572,0.6696,0.17504883,0.051483154,0.022659302,0.29833984,0.45239258
train_00060,How about Mama Lisettie's?,neutral,3,0.0055351257324218,0.0002416372299194,0.0036487579345703,0.986328125,0.0041885375976562,0.0141831785440444,0.0067369253374636,0.0038911919109523,0.0056021595373749,0.8712865114212036,0.004692091140896,0.0,0.0,1.0,0.0,0.0848999,0.042541504,0.042633057,0.55126953,0.27856445
train_00061,Enh. Sure!,neutral,3,0.049774169921875,0.0040550231933593,0.051239013671875,0.8291015625,0.0660400390625,0.1081273630261421,0.0583175681531429,0.0069941347464919,0.1630828976631164,0.2942540049552917,0.0157004203647375,0.722,0.0,0.278,0.3802,0.0836792,0.020614624,0.012512207,0.33740234,0.54589844
train_00062,I wonder how long that milk  has been setting out.,anger,0,0.9345703125,0.060394287109375,8.7738037109375e-05,0.0040931701660156,0.0007038116455078,0.0060161086730659,0.004995297640562,0.00255823507905,0.0025385445915162,0.0224250350147485,0.0069993701763451,0.0,0.0,1.0,0.0,0.051635742,0.059570312,0.25585938,0.42871094,0.20410156
train_00063,"Oh, no-no, this place is totally healthy!",neutral,3,0.0980224609375,0.020660400390625,0.0080108642578125,0.7353515625,0.137939453125,0.1638943701982498,0.1806494742631912,0.0254628043621778,0.1614842265844345,0.0706182122230529,0.0240282006561756,0.354,0.0,0.646,0.5081,0.17382812,0.11553955,0.030044556,0.40527344,0.27539062
train_00064,Thatthis milk is mine.,neutral,3,0.256103515625,0.0031337738037109,0.009521484375,0.701171875,0.0301055908203125,0.1435356140136718,0.1043561398983001,0.0303663425147533,0.0312692821025848,0.6378058791160583,0.0113992812111973,0.0,0.0,1.0,0.0,0.30664062,0.10217285,0.04574585,0.29516602,0.25048828
train_00065,"I bought this today, 'cause I was thirsty for milk, y'know.",neutral,3,0.032440185546875,0.0060081481933593,0.0018072128295898,0.95654296875,0.0033168792724609,0.0228608790785074,0.046405553817749,0.0074981008656322,0.0287271533161401,0.8648000359535217,0.0169853251427412,0.0,0.0,1.0,0.0,0.15612793,0.2763672,0.026916504,0.28320312,0.25732422
train_00066,"No! No! Phoebe, come on! I dont want to switch! Please come on! I can throw wet paper towels here!",sadness,2,0.044769287109375,0.20556640625,0.7490234375,0.0006341934204101,0.000303030014038,0.4047619700431824,0.0441155955195426,0.4374071657657623,0.0192692819982767,0.0209858957678079,0.0375454016029834,0.209,0.0,0.791,0.5815,0.3293457,0.37451172,0.051086426,0.1451416,0.099853516
train_00067,No but at Monicas you can eat cookies over the sink!,satisfaction,4,0.1517333984375,0.0003879070281982,0.0010023117065429,0.0552978515625,0.79150390625,0.1356682032346725,0.1163141056895256,0.0106238685548305,0.4508041143417358,0.2162697613239288,0.0194902792572975,0.0,0.159,0.841,-0.2244,0.4165039,0.19299316,0.039276123,0.1743164,0.17700195
train_00068,I know. Im sorry.,sadness,2,0.0003025531768798,0.0037746429443359,0.994140625,0.001753807067871,9.047985076904296e-05,0.0300277322530746,0.0657000467181205,0.1098695993423461,0.0241271704435348,0.0747831165790557,0.6340700387954712,0.0,0.302,0.698,-0.0772,0.06896973,0.041748047,0.064941406,0.453125,0.3713379
train_00069,All right fine! This looks like so much fun.,neutral,3,0.038360595703125,0.0092849731445312,0.0035343170166015,0.082275390625,0.86669921875,0.0031015668064355,0.0024242606014013,0.0003275040653534,0.9759220480918884,0.0134245455265045,0.002208606339991,0.577,0.0,0.423,0.8004,0.08312988,0.06738281,0.41137695,0.2993164,0.13879395
train_00070,Yeah.,neutral,3,0.001387596130371,0.000457763671875,0.0018186569213867,0.994140625,0.0020198822021484,0.0118705099448561,0.0960450619459152,0.0131046678870916,0.0064036482945084,0.8143126964569092,0.0510688982903957,1.0,0.0,0.0,0.296,0.06137085,0.05718994,0.29785156,0.3840332,0.19946289
train_00071,"God, what a mess.",neutral,3,0.0836181640625,0.12445068359375,0.76416015625,0.0230560302734375,0.0048751831054687,0.1083785519003868,0.67774897813797,0.0118953064084053,0.0024873684160411,0.0222387500107288,0.0758237168192863,0.318,0.379,0.303,-0.1027,0.13146973,0.051208496,0.14941406,0.38989258,0.27807617
train_00072,"Tell us what happened, Brown Bird Ross.",neutral,3,0.0030422210693359,0.0001079440116882,0.0002073049545288,0.9951171875,0.0013971328735351,0.0281730592250823,0.0094247125089168,0.0140596209093928,0.0049858624115586,0.6537818312644958,0.0359538681805133,0.0,0.0,1.0,0.0,0.13916016,0.12475586,0.018661499,0.49926758,0.21813965
train_00073,"Well, I lost.",sadness,2,0.0021800994873046,0.0135498046875,0.974609375,0.0080108642578125,0.0016899108886718,0.0029301117174327,0.0136837661266326,0.003846161533147,0.0063379113562405,0.1146043911576271,0.8347394466400146,0.389,0.426,0.185,-0.0516,0.08972168,0.041168213,0.040405273,0.40551758,0.42333984
train_00074,I cant!,anger,0,0.0145339965820312,0.1016845703125,0.88330078125,0.0001783370971679,0.0001269578933715,0.4798261821269989,0.0211199223995208,0.2741576433181762,0.0130216274410486,0.0120727093890309,0.0784275829792022,0.0,0.0,1.0,0.0,0.15344238,0.054229736,0.08416748,0.3791504,0.32885742
train_00075,Its too late!,anger,0,0.87353515625,0.1080322265625,0.0128326416015625,0.0011701583862304,0.0045547485351562,0.311081200838089,0.0403811261057853,0.1628440022468567,0.0119663337245583,0.0732598677277565,0.2476010471582412,0.0,0.0,1.0,0.0,0.11450195,0.090026855,0.059936523,0.4753418,0.26000977
train_00076,Terry already hired that girl over there.,sadness,2,0.239501953125,0.00823974609375,0.45947265625,0.285888671875,0.0070991516113281,0.0090956799685955,0.0087206754833459,0.0024224848020821,0.0258969739079475,0.8656699061393738,0.0166768934577703,0.0,0.0,1.0,0.0,0.055877686,0.020568848,0.0597229,0.5683594,0.29516602
train_00077,"Look at her, shes even got waitress experience.",sadness,2,0.009124755859375,0.0097732543945312,0.97265625,0.0062713623046875,0.0020790100097656,0.1219471544027328,0.4883786141872406,0.0176740661263465,0.0313224270939827,0.1112435907125473,0.0154038090258836,0.0,0.0,1.0,0.0,0.08911133,0.14428711,0.051635742,0.51464844,0.20043945
train_00078,Last night she was teaching everybody how to make napkin....  swans.,sadness,2,0.13623046875,0.0048179626464843,0.71484375,0.11517333984375,0.0288848876953125,0.0159370675683021,0.0112691093236207,0.0036518457345664,0.1484867334365844,0.4941536486148834,0.1228482574224472,0.0,0.0,1.0,0.0,0.060699463,0.20483398,0.36010742,0.18286133,0.19140625
train_00079,That word was swans.,neutral,3,0.0066261291503906,0.0001717805862426,0.0007867813110351,0.98291015625,0.0092697143554687,0.0087267663329839,0.0755192637443542,0.0040951003320515,0.00327223027125,0.8702876567840576,0.0040361182764172,0.0,0.0,1.0,0.0,0.0925293,0.06222534,0.06506348,0.5239258,0.25634766
