audio_id,text,true_label,true_label_id,prob_anger,prob_frust,prob_sadne,prob_neutr,prob_satis,goemo_anger,goemo_disgust,goemo_fear,goemo_joy,goemo_neutral,goemo_sadness,vader_pos,vader_neg,vader_neu,vader_compound,sb_ang,sb_hap,sb_sad,sb_neu
train_00037,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",neutral,3,0.0002120733261108,8.344650268554688e-06,0.0002158880233764,0.99951171875,2.294778823852539e-05,0.0117839192971587,0.0059165828861296,0.0041585327126085,0.0825654417276382,0.7641189098358154,0.0586793310940265,0.122,0.0,0.878,0.3612,0.0713344141840934,0.2321376055479049,0.0064331698231399,0.6900948286056519
train_00038,"So if the landlord ever asks, Im 87 year old woman, whos afraid of her VCR.",neutral,3,2.443790435791016e-06,1.6093254089355469e-06,9.614229202270508e-05,1.0,6.437301635742188e-06,0.0323243103921413,0.0292191095650196,0.6812884211540222,0.0083031076937913,0.1728395223617553,0.0304494034498929,0.0,0.0,1.0,0.0,0.0771513953804969,0.6650406718254089,0.0071984399110078,0.2506094872951507
train_00039,So are you thirsty?,neutral,3,1.6689300537109375e-05,1.788139343261719e-07,4.112720489501953e-06,1.0,9.65595245361328e-06,0.0164985507726669,0.016520120203495,0.0028646027203649,0.005022392142564,0.8460158705711365,0.0078904097899794,0.0,0.0,1.0,0.0,0.1353458315134048,0.5087198615074158,0.0254881307482719,0.3304462134838104
train_00040,"Oh, you bet I am!",satisfaction,4,2.92658805847168e-05,7.68899917602539e-06,6.735324859619141e-06,0.0001145601272583,1.0,0.2637623846530914,0.0399222522974014,0.0085515305399894,0.3088031411170959,0.0733896419405937,0.0132197719067335,0.0,0.0,1.0,0.0,0.052565049380064,0.6930795907974243,0.0011648327345028,0.2531905472278595
train_00041,"Ohh, okay.",neutral,3,0.0001211166381835,5.0067901611328125e-06,0.0004210472106933,0.99853515625,0.0007343292236328,0.0967578962445259,0.2835503816604614,0.1285550594329834,0.0360747762024402,0.376890480518341,0.0735068842768669,0.655,0.0,0.345,0.2263,4.471341526368633e-05,0.0881347432732582,0.0273345354944467,0.8844860196113586
train_00042,"Oh my God, what a great surprise! This is such a beautiful house.",satisfaction,4,9.59634780883789e-06,6.9141387939453125e-06,3.2186508178710938e-06,5.143880844116211e-05,1.0,0.0036585950292646,0.0020554228685796,0.0026743814814835,0.2545799314975738,0.0141552705317735,0.0047897258773446,0.581,0.0,0.419,0.9098,0.417360782623291,0.210150808095932,0.3306164145469665,0.0418719463050365
train_00043,"Thank you, its my moms. So this is the kitchen.",neutral,3,5.662441253662109e-06,5.960464477539062e-07,2.2411346435546875e-05,1.0,4.416704177856445e-05,0.0441380627453327,0.0253530405461788,0.0109619935974478,0.5638235807418823,0.209139734506607,0.0289453640580177,0.217,0.0,0.783,0.3612,0.0009804329602047,0.0348967015743255,0.014523547142744,0.949599266052246
train_00044,"Hey, ready for dinner?",neutral,3,6.020069122314453e-06,4.172325134277344e-07,1.9073486328125e-06,1.0,3.081560134887695e-05,0.0284004136919975,0.0133979246020317,0.0030810029711574,0.3781628906726837,0.4860462546348572,0.016164157539606,0.455,0.0,0.545,0.3612,0.0010083033703267,0.1518578678369522,0.000844988389872,0.8462888598442078
train_00045,"Ooh, absolutely!",satisfaction,4,0.000478982925415,8.702278137207031e-06,1.3828277587890623e-05,0.0009150505065917,0.99853515625,0.02594680711627,0.0245522912591695,0.0091370111331343,0.0177482273429632,0.0133451092988252,0.0073925605975091,0.0,0.0,1.0,0.0,0.0131481075659394,0.4431642591953277,0.0035160458646714,0.5401715636253357
train_00046,"Okay, let's go!",satisfaction,4,0.0011224746704101,4.601478576660156e-05,3.802776336669922e-05,0.0022792816162109,0.99658203125,0.7586520314216614,0.0472566112875938,0.0325925089418888,0.086934894323349,0.0465221777558326,0.0197819340974092,0.523,0.0,0.477,0.2942,0.0119808921590447,0.5273722410202026,0.0045445617288351,0.4561023116111755
train_00047,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",anger,0,0.99951171875,1.430511474609375e-06,7.748603820800781e-07,0.0003900527954101,1.4007091522216795e-05,0.4506401717662811,0.0616156198084354,0.0505854785442352,0.0465800650417804,0.1994623839855194,0.0672099217772483,0.0,0.122,0.878,-0.3595,0.0512032881379127,0.0466229133307933,0.0003772425989154,0.9017966389656068
train_00048,But then I'd have to go all the way around the dry cleaner place.,neutral,3,6.67572021484375e-06,7.748603820800781e-07,3.2186508178710938e-06,1.0,9.763240814208984e-05,0.0142740635201334,0.0743030905723571,0.0069436784833669,0.0051944879814982,0.868416965007782,0.0098687587305903,0.136,0.0,0.864,0.2617,0.0007114942418411,0.0278635397553443,0.0082658762112259,0.9631590843200684
train_00049,"Oh, so you're saying you'd choose convenience over health?!",anger,0,1.0,1.3709068298339844e-06,1.8477439880371092e-06,5.227327346801758e-05,9.41753387451172e-06,0.0986172184348106,0.0751175731420517,0.0051032858900725,0.0050059733912348,0.0421672537922859,0.0059564057737588,0.0,0.0,1.0,0.0,0.709631085395813,0.1403877884149551,0.0001952290476765,0.1497858613729477
train_00050,"Okay, stop!",anger,0,1.0,2.9206275939941406e-06,1.341104507446289e-05,0.0001173019409179,3.7729740142822266e-05,0.9398864507675172,0.0102452086284756,0.0345706939697265,0.0012564259814098,0.0065609640441834,0.0056696706451475,0.433,0.567,0.0,-0.1511,0.0544110164046287,0.8392314910888672,0.0018314982298761,0.1045260205864906
train_00051,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?",neutral,3,0.0002111196517944,1.5497207641601562e-06,1.728534698486328e-05,1.0,5.066394805908203e-06,0.530777633190155,0.2428390979766845,0.0263939946889877,0.0041413158178329,0.1685617268085479,0.0142932375892996,0.128,0.0,0.872,0.2263,0.4027428925037384,0.5588305592536926,0.0026213827077299,0.0358051098883152
train_00052,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",anger,0,1.0,7.748603820800781e-07,6.556510925292969e-07,6.562471389770508e-05,9.179115295410156e-06,0.0196219030767679,0.0154855130240321,0.0152252428233623,0.8008069396018982,0.0515905246138572,0.0042340564541518,0.304,0.0,0.696,0.7812,0.2433398514986038,0.7328580617904663,0.0047807144001126,0.0190213490277528
train_00053,"Well, I suppose I could give him a warning.",neutral,3,0.000356912612915,1.1622905731201172e-05,0.302978515625,0.6962890625,2.562999725341797e-05,0.0466539599001407,0.0620305873453617,0.1377491354942321,0.0057002240791916,0.6728979349136353,0.0699655711650848,0.183,0.209,0.609,-0.0772,0.0819879919290542,0.7483803033828735,0.0137914149090647,0.1558403223752975
train_00054,Thank you.,satisfaction,4,0.021240234375,0.0015535354614257,0.0092849731445312,0.55615234375,0.41162109375,0.0193602982908487,0.0098546706140041,0.0031970692798495,0.2105904966592788,0.6663607954978943,0.0106737203896045,0.714,0.0,0.286,0.3612,0.0445745401084423,0.339749664068222,0.0061658262275159,0.6095099449157715
train_00055,Go!,neutral,3,0.99560546875,3.4809112548828125e-05,0.000584602355957,0.0011978149414062,0.0024299621582031,0.926548182964325,0.0042643817141652,0.0304398909211158,0.0057677631266415,0.0186079926788806,0.0068864761851727,0.0,0.0,1.0,0.0,0.865763783454895,0.0725788325071334,0.0014544175937771,0.0602029263973236
train_00056,Great! How about you wanted to go the Italian place down on Bleaker Street right?,satisfaction,4,1.513957977294922e-05,2.086162567138672e-06,1.4901161193847656e-06,0.0001129508018493,1.0,0.0077576176263391,0.001880791503936,0.0008030952885746,0.8743216395378113,0.0582853704690933,0.0038834263104945,0.239,0.0,0.761,0.6588,0.0253384932875633,0.3641962110996246,0.0006242538220249,0.6098410487174988
train_00057,Go!,anger,0,0.99560546875,3.4809112548828125e-05,0.000584602355957,0.0011978149414062,0.0024299621582031,0.926548182964325,0.0042643817141652,0.0304398909211158,0.0057677631266415,0.0186079926788806,0.0068864761851727,0.0,0.0,1.0,0.0,0.1041960418224334,0.2745677232742309,0.00824826490134,0.6129879951477051
train_00058,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",anger,0,1.0,8.940696716308594e-07,1.7881393432617188e-06,3.343820571899414e-05,3.993511199951172e-06,0.0409782081842422,0.926708996295929,0.0032471679151058,0.0009031131048686,0.0182034261524677,0.0050280946306884,0.0,0.0,1.0,0.0,0.0202562417834997,0.1123374849557876,0.0086864661425352,0.8587198257446289
train_00059,"Ooh, I love that place!  So, no.",neutral,3,3.7729740142822266e-05,3.2782554626464844e-06,5.161762237548828e-05,1.0,0.000104010105133,0.0138325849547982,0.0048305033706128,0.0061522820033133,0.8425239324569702,0.0128543879836797,0.0245710592716932,0.428,0.0,0.572,0.6696,0.0608704127371311,0.9187428951263428,9.509972005616874e-05,0.0202915742993354
train_00060,How about Mama Lisettie's?,neutral,3,5.4836273193359375e-06,1.9073486328125e-06,0.0002347230911254,0.99951171875,1.1444091796875e-05,0.0141831785440444,0.0067369253374636,0.0038911919109523,0.0056021595373749,0.8712865114212036,0.004692091140896,0.0,0.0,1.0,0.0,0.0015313401818275,0.0466594882309436,0.0005951650673523,0.9512140154838562
train_00061,Enh. Sure!,neutral,3,0.0001318454742431,3.3974647521972656e-06,3.761053085327149e-05,0.99365234375,0.0064010620117187,0.1081273630261421,0.0583175681531429,0.0069941347464919,0.1630828976631164,0.2942540049552917,0.0157004203647375,0.722,0.0,0.278,0.3802,0.0358663350343704,0.8307600617408752,0.0005416497006081,0.1328320205211639
train_00062,I wonder how long that milk  has been setting out.,anger,0,1.0,1.430511474609375e-06,1.5497207641601562e-06,2.7298927307128903e-05,4.172325134277344e-06,0.0060161086730659,0.004995297640562,0.00255823507905,0.0025385445915162,0.0224250350147485,0.0069993701763451,0.0,0.0,1.0,0.0,0.002693276386708,0.3235587775707245,0.1315392553806305,0.542208731174469
train_00063,"Oh, no-no, this place is totally healthy!",neutral,3,0.0122146606445312,6.377696990966797e-06,2.8371810913085938e-05,0.919921875,0.06805419921875,0.1638943701982498,0.1806494742631912,0.0254628043621778,0.1614842265844345,0.0706182122230529,0.0240282006561756,0.354,0.0,0.646,0.5081,0.7772501707077026,0.1079005524516105,0.0003241446684114,0.1145251393318176
train_00064,Thatthis milk is mine.,neutral,3,0.0004200935363769,0.0001192092895507,1.949071884155273e-05,0.99951171875,2.2530555725097656e-05,0.1435356140136718,0.1043561398983001,0.0303663425147533,0.0312692821025848,0.6378058791160583,0.0113992812111973,0.0,0.0,1.0,0.0,0.774922251701355,0.0836779028177261,8.657619764562696e-05,0.141313299536705
train_00065,"I bought this today, 'cause I was thirsty for milk, y'know.",neutral,3,0.0002694129943847,3.039836883544922e-06,0.0001564025878906,0.99951171875,3.516674041748047e-06,0.0228608790785074,0.046405553817749,0.0074981008656322,0.0287271533161401,0.8648000359535217,0.0169853251427412,0.0,0.0,1.0,0.0,0.035302560776472,0.6379632949829102,0.0095794107764959,0.3171547353267669
train_00066,"No! No! Phoebe, come on! I dont want to switch! Please come on! I can throw wet paper towels here!",sadness,2,5.364418029785156e-07,2.980232238769531e-07,1.0,5.304813385009766e-06,2.3245811462402344e-06,0.4047619700431824,0.0441155955195426,0.4374071657657623,0.0192692819982767,0.0209858957678079,0.0375454016029834,0.209,0.0,0.791,0.5815,0.4258058667182922,0.5515241026878357,0.0040458696894347,0.0186241660267114
train_00067,No but at Monicas you can eat cookies over the sink!,satisfaction,4,5.7220458984375e-06,4.83393669128418e-05,3.933906555175781e-06,0.0001006722450256,1.0,0.1356682032346725,0.1163141056895256,0.0106238685548305,0.4508041143417358,0.2162697613239288,0.0194902792572975,0.0,0.159,0.841,-0.2244,0.6992059946060181,0.2766178250312805,0.0011536017991602,0.0230225231498479
train_00068,I know. Im sorry.,sadness,2,3.218650817871094e-05,3.165006637573242e-05,0.9990234375,0.0005125999450683,0.0002113580703735,0.0300277322530746,0.0657000467181205,0.1098695993423461,0.0241271704435348,0.0747831165790557,0.6340700387954712,0.0,0.302,0.698,-0.0772,0.0106051471084356,0.7822206616401672,0.0013678666437044,0.2058063298463821
train_00069,All right fine! This looks like so much fun.,neutral,3,0.0138702392578125,8.702278137207031e-06,1.33514404296875e-05,0.98583984375,0.000253677368164,0.0031015668064355,0.0024242606014013,0.0003275040653534,0.9759220480918884,0.0134245455265045,0.002208606339991,0.577,0.0,0.423,0.8004,0.000862433516886,0.9305813312530518,0.0539336763322353,0.0146226352080702
train_00070,Yeah.,neutral,3,0.0110092163085937,0.0058670043945312,0.1473388671875,0.76708984375,0.06866455078125,0.0118705099448561,0.0960450619459152,0.0131046678870916,0.0064036482945084,0.8143126964569092,0.0510688982903957,1.0,0.0,0.0,0.296,0.0022463623899966,0.7802310585975647,0.0957903489470481,0.1217322647571563
train_00071,"God, what a mess.",neutral,3,0.0141143798828125,2.3603439331054688e-05,0.0002233982086181,0.98193359375,0.0035381317138671,0.1083785519003868,0.67774897813797,0.0118953064084053,0.0024873684160411,0.0222387500107288,0.0758237168192863,0.318,0.379,0.303,-0.1027,0.0049956971779465,0.9684901237487792,0.0054552797228097,0.0210589487105608
train_00072,"Tell us what happened, Brown Bird Ross.",neutral,3,0.0002110004425048,4.76837158203125e-07,1.96695327758789e-06,1.0,1.2516975402832031e-05,0.0281730592250823,0.0094247125089168,0.0140596209093928,0.0049858624115586,0.6537818312644958,0.0359538681805133,0.0,0.0,1.0,0.0,0.1966647058725357,0.5218073725700378,4.846485171583481e-05,0.2814794778823852
train_00073,"Well, I lost.",sadness,2,1.132488250732422e-06,1.3113021850585938e-06,1.0,1.615285873413086e-05,6.67572021484375e-06,0.0029301117174327,0.0136837661266326,0.003846161533147,0.0063379113562405,0.1146043911576271,0.8347394466400146,0.389,0.426,0.185,-0.0516,0.0011904012644663,0.6816509366035461,0.0034094755537807,0.3137491941452026
train_00074,I cant!,anger,0,1.0,7.450580596923828e-06,8.946657180786133e-05,2.723932266235352e-05,3.600120544433594e-05,0.4798261821269989,0.0211199223995208,0.2741576433181762,0.0130216274410486,0.0120727093890309,0.0784275829792022,0.0,0.0,1.0,0.0,0.8634276390075684,0.1080335229635238,0.0163880232721567,0.0121508715674281
